"","PresentationOrder","Condition","File","Subject","Group","Accent","TalkerID","AccRating","Block","Sentence","Mean.PossibleKeywords","Stimulus.OnsetTime","Stimulus.OffsetTime","Mean.Response.ACC","Mean.Response.RESP","PercentCorrect","Duration","OnsetMarker","ResponseOnset"
"631","Second","C1","AD_B","306","OHI","English","E5M",1.4,1,"The man cleaned his shoes",4,18981,20555,0,2,0.5,1544,3577,2033
"632","Second","C1","AD_B","306","OHI","English","E5M",1.4,2,"School finished early today",4,31716,33494,1,4,1,1748,2589,841
"633","Second","C1","AD_B","306","OHI","English","E5M",1.4,3,"The machine was very noisy",4,42156,43954,1,4,1,1768,2806,1038
"634","Second","C1","AD_B","306","OHI","English","E5M",1.4,4,"The thin dog was hungry",4,53157,54764,0,2,0.5,1577,4037,2460
"635","Second","C1","AD_B","306","OHI","English","E5M",1.4,5,"They say some silly things",4,66371,67894,1,4,1,1493,4635,3142
"636","Second","C1","AD_B","306","OHI","English","E5M",1.4,6,"She is taking her coat",4,79412,80864,1,4,1,1422,3475,2053
"637","Second","C1","AD_B","306","OHI","English","E5M",1.4,7,"They are crossing the street",2,91213,92744,0,1,0.5,1501,3405,1904
"638","Second","C1","AD_B","306","OHI","English","E5M",1.4,8,"Father looked at the book",4,102574,104485,1,4,1,1881,3054,1173
"639","Second","C1","AD_B","306","OHI","English","E5M",1.4,9,"They are kneeling down",2,114068,115493,1,2,1,1395,2454,1059
"640","Second","C1","AD_B","306","OHI","English","E5M",1.4,10,"The farmer keeps a bull",3,124202,125583,0,2,0.666666666666667,1351,3943,2592
"641","Second","C1","AD_B","306","OHI","English","E5M",1.4,11,"The room is getting cold",3,137590,139134,1,3,1,1514,2850,1336
"642","Second","C1","AD_B","306","OHI","English","E5M",1.4,12,"The little baby is sleeping",3,148017,149584,1,3,1,1537,3549,2012
"643","Second","C1","AD_B","306","OHI","English","E5M",1.4,13,"The police chased the car",3,159858,161564,1,3,1,1676,2713,1037
"644","Second","C1","AD_B","306","OHI","English","E5M",1.4,14,"The house had a nice garden",4,170712,172453,1,4,1,1711,2568,857
"645","Second","C1","AD_B","306","OHI","English","E5M",1.4,15,"Snow falls at christmas",4,181566,183083,1,4,1,1487,2121,634
"646","Second","C1","AD_B","306","OHI","English","E5M",1.4,16,"She spoke to her son",4,191380,192832,1,4,1,1422,2219,797
"647","Second","C1","AD_B","306","OHI","English","E5M",1.4,17,"The old man is worried",4,200794,202352,1,4,1,1528,2460,932
"648","Second","C1","AD_B","306","OHI","English","E5M",1.4,18,"The glass bowl broke",3,210221,211943,0,1,0.333333333333333,1692,NA,-1692
"649","Second","C1","AD_B","306","OHI","English","E5M",1.4,19,"A mouse ran down the hole",4,221542,223362,1,4,1,1790,2959,1169
"650","Second","C1","AD_B","306","OHI","English","E5M",1.4,20,"The lady wore a coat",3,232156,233563,1,3,1,1377,2166,789
"651","Second","C1","AD_B","306","OHI","English","E5M",1.4,21,"The boy knew the game",3,241797,243232,1,3,1,1405,2024,619
"652","Second","C1","AD_B","306","OHI","English","E5M",1.4,22,"The lady is making a toy",3,251624,253342,1,3,1,1688,2618,930
"653","Second","C1","AD_B","306","OHI","English","E5M",1.4,23,"The dinner plate is hot",4,261998,263542,1,4,1,1514,2257,743
"654","Second","C1","AD_B","306","OHI","English","E5M",1.4,24,"Some sticks were under the tree",5,271466,273362,0,2,0.4,1866,NA,-1866
"655","Second","C1","AD_B","306","OHI","English","E5M",1.4,25,"A girl kicked the table",3,287507,289292,1,3,1,1755,2494,739
"656","Second","C1","AD_B","306","OHI","English","E5M",1.4,26,"A boy ran down the path",4,297801,299701,0,3,0.75,1870,2658,788
"657","Second","C1","AD_B","306","OHI","English","E5M",1.4,27,"They ate the lemon pie",3,309055,310751,1,3,1,1666,2346,680
"658","Second","C1","AD_B","306","OHI","English","E5M",1.4,28,"Lemons grow on trees",4,319909,321361,1,4,1,1422,2263,841
"659","Second","C1","AD_B","306","OHI","English","E5M",1.4,29,"Some animals sleep on straw",5,329976,332002,1,5,1,1996,3319,1323
"660","Second","C1","AD_B","306","OHI","English","E5M",1.4,30,"Some men shave in the morning",5,341204,342952,1,5,1,1718,2526,808
"661","Third","C1","AD_A","307","OHI","English","E1M",1.1,1,"The police chased the car",3,10843,12550,1,3,1,1677,3256,1579
"662","Third","C1","AD_A","307","OHI","English","E1M",1.1,2,"The old man is worried",4,21417,22940,1,4,1,1493,1887,394
"663","Third","C1","AD_A","307","OHI","English","E1M",1.1,3,"Some animals sleep on straw",5,30151,32071,1,5,1,1890,2334,444
"664","Third","C1","AD_A","307","OHI","English","E1M",1.1,4,"The dinner plate is hot",4,40645,42121,1,4,1,1446,1959,513
"665","Third","C1","AD_A","307","OHI","English","E1M",1.1,5,"The lady wore a coat",3,49326,50570,1,3,1,1214,1758,544
"666","Third","C1","AD_A","307","OHI","English","E1M",1.1,6,"The farmer keeps a bull",3,57366,58781,0,1,0.333333333333333,1385,NA,-1385
"667","Third","C1","AD_A","307","OHI","English","E1M",1.1,7,"The house had a nice garden",4,70407,71930,1,4,1,1493,1930,437
"668","Third","C1","AD_A","307","OHI","English","E1M",1.1,8,"The man cleaned his shoes",4,79528,81330,1,4,1,1772,1926,154
"669","Third","C1","AD_A","307","OHI","English","E1M",1.1,9,"Lemons grow on trees",4,90342,92149,1,4,1,1777,1975,198
"670","Third","C1","AD_A","307","OHI","English","E1M",1.1,10,"The thin dog was hungry",4,101423,102900,1,4,1,1447,1802,355
"671","Third","C1","AD_A","307","OHI","English","E1M",1.1,11,"They are kneeling down",2,111197,112420,0,0,0,1193,NA,-1193
"672","Third","C1","AD_A","307","OHI","English","E1M",1.1,12,"She is taking her coat",4,121931,123360,1,4,1,1399,1760,361
"673","Third","C1","AD_A","307","OHI","English","E1M",1.1,13,"The glass bowl broke",3,132785,134290,0,0,0,1475,NA,-1475
"674","Third","C1","AD_A","307","OHI","English","E1M",1.1,14,"A mouse ran down the hole",4,142772,144430,1,4,1,1628,2302,674
"675","Third","C1","AD_A","307","OHI","English","E1M",1.1,15,"A boy ran down the path",4,153813,155469,1,4,1,1626,1847,221
"676","Third","C1","AD_A","307","OHI","English","E1M",1.1,16,"The machine was very noisy",4,162400,164189,1,4,1,1759,2043,284
"677","Third","C1","AD_A","307","OHI","English","E1M",1.1,17,"The lady is making a toy",3,173441,175208,1,3,1,1737,2746,1009
"678","Third","C1","AD_A","307","OHI","English","E1M",1.1,18,"Some sticks were under the tree",5,184322,186048,1,5,1,1696,2563,867
"679","Third","C1","AD_A","307","OHI","English","E1M",1.1,19,"They are crossing the street",2,194682,196108,1,2,1,1396,1868,472
"680","Third","C1","AD_A","307","OHI","English","E1M",1.1,20,"A girl kicked the table",3,204336,205828,1,3,1,1462,2090,628
"681","Third","C1","AD_A","307","OHI","English","E1M",1.1,21,"Father looked at the book",4,213444,215029,1,4,1,1555,1891,336
"682","Third","C1","AD_A","307","OHI","English","E1M",1.1,22,"She spoke to her son",4,222791,224278,1,4,1,1457,1719,262
"683","Third","C1","AD_A","307","OHI","English","E1M",1.1,23,"The boy knew the game",3,231712,233068,1,3,1,1326,1865,539
"684","Third","C1","AD_A","307","OHI","English","E1M",1.1,24,"Snow falls at christmas",4,240366,242059,1,4,1,1663,2787,1124
"685","Third","C1","AD_A","307","OHI","English","E1M",1.1,25,"School finished early today",4,250846,252719,1,4,1,1843,2566,723
"686","Third","C1","AD_A","307","OHI","English","E1M",1.1,26,"They say some silly things",4,260887,262728,1,4,1,1811,2076,265
"687","Third","C1","AD_A","307","OHI","English","E1M",1.1,27,"Some men shave in the morning",5,271888,273747,1,5,1,1829,1854,25
"688","Third","C1","AD_A","307","OHI","English","E1M",1.1,28,"They ate the lemon pie",3,281368,283008,1,3,1,1610,1966,356
"689","Third","C1","AD_A","307","OHI","English","E1M",1.1,29,"The room is getting cold",3,291249,292658,1,3,1,1379,1712,333
"690","Third","C1","AD_A","307","OHI","English","E1M",1.1,30,"The little baby is sleeping",3,299490,301077,1,3,1,1557,1947,390
"691","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,1,"The lady is making a toy",3,7827,9546,0,2,0.666666666666667,1689,2943,1254
"692","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,2,"Lemons grow on trees",4,17934,19385,1,4,1,1421,1596,175
"693","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,3,"The boy knew the game",3,29108,30546,1,3,1,1408,1602,194
"694","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,4,"Some sticks were under the tree",5,38202,40096,0,2,0.4,1864,NA,-1864
"695","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,5,"The thin dog was hungry",4,52696,54306,0,3,0.75,1580,4454,2874
"696","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,6,"She is taking her coat",4,66124,67575,1,4,1,1421,2103,682
"697","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,7,"Some men shave in the morning",5,76671,78414,1,5,1,1713,2109,396
"698","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,8,"School finished early today",4,86979,88754,1,4,1,1745,1831,86
"699","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,9,"They say some silly things",4,98073,99594,1,4,1,1491,1607,116
"700","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,10,"The police chased the car",3,106660,108365,1,3,1,1675,1894,219
"701","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,11,"A girl kicked the table",3,116954,118745,1,3,1,1761,2465,704
"702","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,12,"A boy ran down the path",4,127195,129105,0,3,0.75,1880,3388,1508
"703","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,13,"Snow falls at christmas",4,138569,140084,1,4,1,1485,1628,143
"704","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,14,"They ate the lemon pie",3,147556,149255,1,3,1,1669,1857,188
"705","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,15,"They are crossing the street",2,158144,159684,1,2,1,1510,1600,90
"706","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,16,"A mouse ran down the hole",4,166598,168414,1,4,1,1786,2201,415
"707","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,17,"Some animals sleep on straw",5,176972,178993,1,5,1,1991,2383,392
"708","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,18,"They are kneeling down",2,187853,189274,0,1,0.5,1391,2408,1017
"709","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,19,"The lady wore a coat",3,201067,202474,1,3,1,1377,1657,280
"710","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,20,"The glass bowl broke",3,211188,212914,1,3,1,1696,2089,393
"711","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,21,"The old man is worried",4,221135,222694,1,4,1,1529,2071,542
"712","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,22,"The farmer keeps a bull",3,229509,230892,1,3,1,1353,2384,1031
"713","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,23,"Father looked at the book",4,238509,240412,1,4,1,1873,2130,257
"714","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,24,"The dinner plate is hot",4,249124,250673,1,4,1,1519,1694,175
"715","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,25,"The man cleaned his shoes",4,260204,261784,1,4,1,1550,1783,233
"716","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,26,"The machine was very noisy",4,269445,271243,1,4,1,1768,2045,277
"717","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,27,"The little baby is sleeping",3,278952,280523,1,3,1,1541,2180,639
"718","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,28,"She spoke to her son",4,288553,290013,1,4,1,1430,1700,270
"719","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,29,"The house had a nice garden",4,298274,300022,1,4,1,1718,2298,580
"720","Fourth","C1","AD_B","308","OHI","English","E5M",1.4,30,"The room is getting cold",3,308861,310402,1,3,1,1511,1717,206
"721","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,1,"Some men shave in the morning",5,16298,18152,0,2,0.4,1824,NA,-1824
"722","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,2,"Father looked at the book",4,30326,31912,1,4,1,1556,2774,1218
"723","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,3,"She spoke to her son",4,42300,43782,0,0,0,1452,NA,-1452
"724","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,4,"The house had a nice garden",4,54994,56522,1,4,1,1498,2500,1002
"725","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,5,"The glass bowl broke",3,69155,70661,0,0,0,1476,NA,-1476
"726","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,6,"The man cleaned his shoes",4,81263,83071,0,1,0.25,1778,NA,-1778
"727","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,7,"School finished early today",4,132613,134491,0,2,0.5,1848,2961,1113
"728","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,8,"Some sticks were under the tree",5,146120,147841,0,3,0.6,1691,3211,1520
"729","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,9,"The machine was very noisy",4,160508,162291,0,0,0,1753,NA,-1753
"730","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,10,"A girl kicked the table",3,173402,174901,0,1,0.333333333333333,1469,NA,-1469
"731","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,11,"A boy ran down the path",4,185603,187260,0,1,0.25,1627,NA,-1627
"732","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,12,"The room is getting cold",3,198737,200140,1,3,1,1373,2251,878
"733","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,13,"The little baby is sleeping",3,209951,211540,1,3,1,1559,2414,855
"734","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,14,"Snow falls at christmas",4,221045,222740,0,2,0.5,1665,3238,1573
"735","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,15,"The old man is worried",4,234713,236240,0,3,0.75,1497,2762,1265
"736","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,16,"Some animals sleep on straw",5,248927,250840,0,3,0.6,1883,3177,1294
"737","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,17,"The lady wore a coat",3,266182,267430,1,3,1,1218,2377,1159
"738","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,18,"The farmer keeps a bull",3,277156,278570,0,0,0,1384,NA,-1384
"739","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,19,"She is taking her coat",4,291917,293340,0,1,0.25,1393,NA,-1393
"740","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,20,"A mouse ran down the hole",4,304344,306000,0,3,0.75,1626,3028,1402
"741","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,21,"They are kneeling down",2,317438,318659,0,0,0,1191,NA,-1191
"742","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,22,"They say some silly things",4,328412,330259,1,4,1,1817,2742,925
"743","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,23,"They are crossing the street",2,340760,342189,0,0,0,1399,NA,-1399
"744","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,24,"The lady is making a toy",3,352387,354149,1,3,1,1732,2689,957
"745","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,25,"The dinner plate is hot",4,364468,365939,1,4,1,1441,2274,833
"746","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,26,"The boy knew the game",3,375789,377149,0,1,0.333333333333333,1330,NA,-1330
"747","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,27,"The thin dog was hungry",4,390216,391689,0,0,0,1443,NA,-1443
"748","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,28,"The police chased the car",3,401644,403349,0,1,0.333333333333333,1675,NA,-1675
"749","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,29,"They ate the lemon pie",3,414805,416439,0,0,0,1604,NA,-1604
"750","Fifth","C1","AD_A","309","OHI","English","E1M",1.1,30,"Lemons grow on trees",4,427032,428838,0,0,0,1776,NA,-1776
"751","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,1,"Lemons grow on trees",4,66576,68028,1,4,1,1422,2305,883
"752","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,2,"The glass bowl broke",3,79190,80918,0,0,0,1698,NA,-1698
"753","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,3,"The man cleaned his shoes",4,95698,97268,1,4,1,1540,2873,1333
"754","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,4,"A boy ran down the path",4,111912,113818,0,2,0.5,1876,3024,1148
"755","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,5,"They are kneeling down",2,126246,127668,0,1,0.5,1392,3044,1652
"756","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,6,"Some animals sleep on straw",5,138727,140748,1,5,1,1991,2860,869
"757","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,7,"The room is getting cold",3,154581,156127,1,3,1,1516,2282,766
"758","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,8,"School finished early today",4,169529,171307,1,4,1,1748,2564,816
"759","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,9,"The little baby is sleeping",3,184610,186177,1,3,1,1537,3067,1530
"760","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,10,"The machine was very noisy",4,200478,202277,1,4,1,1769,2471,702
"761","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,11,"The dinner plate is hot",4,213839,215387,1,4,1,1518,2857,1339
"762","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,12,"A girl kicked the table",3,230240,232027,0,2,0.666666666666667,1757,3618,1861
"763","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,13,"The police chased the car",3,245961,247666,1,3,1,1675,2607,932
"764","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,14,"The boy knew the game",3,259868,261306,1,3,1,1408,1955,547
"765","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,15,"Snow falls at christmas",4,276189,277706,0,0,0,1487,NA,-1487
"766","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,16,"Some men shave in the morning",5,289057,290806,1,5,1,1719,2731,1012
"767","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,17,"The farmer keeps a bull",3,305671,307056,0,2,0.666666666666667,1355,3302,1947
"768","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,18,"She is taking her coat",4,322366,323826,0,1,0.25,1430,NA,-1430
"769","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,19,"The house had a nice garden",4,337753,339496,0,1,0.25,1713,NA,-1713
"770","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,20,"The lady is making a toy",3,351994,353705,0,2,0.666666666666667,1681,2660,979
"771","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,21,"She spoke to her son",4,366848,368305,1,4,1,1427,1913,486
"772","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,22,"Some sticks were under the tree",5,383223,385115,0,0,0,1862,NA,-1862
"773","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,23,"They are crossing the street",2,398184,399715,0,0,0,1501,NA,-1501
"774","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,24,"Father looked at the book",4,409891,411795,0,1,0.25,1874,NA,-1874
"775","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,25,"The lady wore a coat",3,425732,427135,1,3,1,1373,2990,1617
"776","Fourth","C1","AD_B","310","OHI","English","E5M",1.4,26,"The old man is worried",4,439626,441184,1,4,1,1528,2561,1033
